0	100																																																																																																		
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
0	-1																																																																																																		
