0	50																																																
5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5	5
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
0	-1																																																
