0	20																		
2	2	2	2	2	2	2	2	2	2	5	5	5	5	5	5	5	5	5	5
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
