0	20																		
3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3	3
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
0	-1																		
